,time,avail,forcast_avail,bottom_level,top_level,percentage
996,16,0,0,15,53,0
997,20,0,1,100,79,0
998,21,0,0,18,94,0
999,7,0,0,3,81,0
1000,7,1,0,58,20,23
1001,9,0,1,17,27,0
1002,4,0,0,32,6,6
1003,19,0,1,46,26,19
1004,23,0,1,97,72,0
1005,10,1,0,91,28,17
1006,20,1,0,11,15,0
1007,1,0,1,45,66,9
1008,20,0,1,90,92,0
1009,2,1,1,25,54,0
1010,23,1,0,86,78,0
1011,11,0,1,1,97,0
1012,1,0,0,29,32,0
1013,22,1,0,54,22,3
1014,22,0,0,62,6,5
1015,6,0,0,60,42,4
1016,9,1,1,93,97,0
1017,8,1,1,1,84,0
1018,3,1,1,63,24,2
1019,9,0,0,99,68,8
1020,4,1,0,43,18,28
1021,18,0,0,66,92,0
1022,10,0,1,86,21,0
1023,22,1,0,89,59,3
1024,2,0,1,37,82,0
1025,11,0,1,93,98,0
1026,12,1,1,80,65,16
1027,21,1,1,85,30,28
1028,2,1,0,62,49,0
1029,4,1,0,71,66,9
1030,4,1,0,14,46,0
1031,7,0,0,31,68,7
1032,2,1,1,52,62,23
1033,20,0,0,84,7,14
1034,15,1,1,55,64,30
1035,17,0,1,28,32,0
1036,2,0,0,43,56,8
1037,7,1,0,2,98,0
1038,8,0,1,90,62,8
1039,4,0,0,100,74,0
1040,20,1,0,36,29,21
1041,20,0,1,48,54,11
1042,0,1,0,3,14,0
1043,13,1,1,70,12,28
1044,3,1,0,81,9,30
1045,23,0,1,46,18,7
1046,16,0,1,13,56,0
1047,17,1,0,70,42,15
1048,16,0,0,17,83,0
1049,7,0,0,87,9,5
1050,2,1,1,53,45,28
1051,6,1,1,32,100,0
1052,3,0,1,19,94,0
1053,18,0,1,92,51,26
1054,20,0,0,20,68,0
1055,17,0,0,44,57,0
1056,18,1,1,9,76,0
1057,18,0,0,21,28,0
1058,18,0,0,82,39,0
1059,1,1,0,83,100,0
1060,17,1,1,91,79,0
1061,0,1,0,96,93,0
1062,14,0,0,100,70,8
1063,22,0,1,97,61,19
1064,8,1,1,74,92,0
1065,13,1,0,45,81,0
1066,7,1,0,41,90,0
1067,3,1,1,92,94,0
1068,22,0,1,34,100,0
1069,12,0,1,62,29,2
1070,23,0,0,8,85,0
1071,5,1,0,58,40,6
1072,20,0,1,57,89,0
1073,19,0,1,79,78,0
1074,22,1,1,98,41,23
1075,3,1,1,85,54,29
1076,22,1,1,18,9,0
1077,18,1,0,4,21,0
1078,20,1,0,26,2,0
1079,5,1,0,91,59,27
1080,21,0,0,76,47,0
1081,19,1,0,27,28,0
1082,13,1,0,32,74,0
1083,8,0,0,91,48,8
1084,10,1,0,80,62,23
1085,1,0,0,50,51,8
1086,8,1,0,50,30,17
1087,22,1,1,17,70,0
1088,6,1,0,58,75,0
1089,0,1,0,32,66,22
1090,13,1,0,80,87,0
1091,10,0,0,20,12,0
1092,12,0,0,82,11,10
1093,5,1,0,27,88,0
1094,18,0,0,75,6,6
1095,3,1,1,85,23,1
1096,16,0,1,61,28,5
1097,16,0,0,1,16,0
1098,12,0,0,16,92,0
1099,15,0,1,38,8,13
1100,22,0,1,67,81,0
1101,5,0,1,1,29,0
1102,2,0,1,30,54,3
1103,13,1,0,77,76,0
1104,15,1,0,32,60,11
1105,14,1,0,81,46,7
1106,23,0,0,40,36,5
1107,4,1,1,71,81,0
1108,0,0,1,71,53,2
1109,5,0,1,7,32,0
1110,4,1,1,23,19,0
1111,7,1,0,55,98,0
1112,17,1,1,41,56,10
1113,5,0,0,55,64,8
1114,11,0,1,11,71,0
1115,11,0,1,61,8,11
1116,2,0,1,50,100,0
1117,18,0,1,61,14,26
1118,14,1,1,55,86,0
1119,8,1,1,74,93,0
1120,10,1,0,66,74,0
1121,18,1,0,12,50,0
1122,17,0,0,45,65,10
1123,15,0,0,61,57,6
1124,19,1,0,91,30,27
1125,16,1,1,40,42,9
1126,12,1,0,66,19,29
1127,5,0,0,5,10,0
1128,6,1,1,59,85,0
1129,11,0,1,0,68,0
1130,10,0,1,83,72,0
1131,2,0,0,2,75,0
1132,18,1,0,11,58,0
1133,23,1,0,65,9,6
1134,19,0,0,72,97,0
1135,15,0,0,93,51,7
1136,16,1,1,40,14,1
1137,17,0,0,69,44,2
1138,9,0,0,2,77,0
1139,16,1,0,6,53,0
1140,8,0,1,49,84,0
1141,22,0,1,7,6,0
1142,8,1,1,12,37,0
1143,12,0,1,96,68,9
1144,17,0,0,47,67,2
1145,22,1,0,78,41,1
1146,2,1,1,78,68,22
1147,9,1,1,90,63,10
1148,6,1,0,64,80,0
1149,0,1,0,10,98,0
1150,22,1,0,60,50,10
1151,19,1,1,65,23,5
1152,23,1,0,97,86,0
1153,14,1,1,61,93,0
1154,8,0,0,8,32,0
1155,3,1,1,62,34,27
1156,11,1,0,24,53,0
1157,7,0,0,26,21,0
1158,1,1,1,77,11,23
1159,21,1,0,52,83,0
1160,4,0,0,12,84,0
1161,10,0,1,16,6,0
1162,21,1,0,55,88,0
1163,22,1,0,7,21,0
1164,20,0,0,63,81,0
1165,0,1,1,79,83,0
1166,7,0,1,12,57,0
1167,10,1,0,34,3,25
1168,3,1,1,51,38,30
1169,9,0,1,100,35,6
1170,13,0,0,6,45,0
1171,16,1,1,67,28,28
1172,4,0,0,14,21,0
1173,22,1,0,81,52,3
1174,16,1,1,63,43,0
1175,8,0,1,86,17,5
1176,16,0,0,55,82,0
1177,15,0,0,29,87,0
1178,13,1,1,62,94,0
1179,6,0,1,98,95,0
1180,9,0,1,81,48,6
1181,4,0,0,74,6,12
1182,4,0,0,24,58,0
1183,21,0,0,77,10,5
1184,15,1,1,39,21,11
1185,22,0,1,61,100,0
1186,22,0,0,4,87,0
1187,13,1,0,32,74,0
1188,7,0,0,95,33,5
1189,8,1,1,11,11,0
1190,1,1,1,49,45,18
1191,0,0,1,31,98,0
1192,12,0,1,57,25,10
1193,1,0,0,70,23,2
1194,14,1,0,85,27,27
1195,11,0,0,1,44,0
1196,2,0,1,28,57,0
1197,18,0,1,16,43,0
1198,11,0,1,21,5,0
1199,9,1,1,18,96,0
1200,17,0,1,87,48,6
1201,8,1,0,65,75,0
1202,16,1,1,16,17,0
1203,15,1,0,11,80,0
1204,4,1,0,74,99,0
1205,1,0,1,16,47,0
1206,12,1,1,84,45,17
1207,21,1,1,28,50,0
1208,9,1,1,18,21,0
1209,6,1,0,87,79,0
1210,22,1,1,91,100,0
1211,3,1,0,81,11,9
1212,15,1,0,89,18,11
1213,5,1,0,21,20,0
1214,13,1,0,9,17,0
1215,12,1,1,66,55,15
1216,9,0,1,20,5,0
1217,7,1,1,84,47,15
1218,14,1,0,80,33,1
1219,20,0,0,85,81,0
1220,2,1,1,97,99,0
1221,15,1,1,64,12,10
1222,6,0,0,35,51,4
1223,11,0,0,76,37,9
1224,20,1,1,39,98,0
1225,0,1,1,41,39,20
1226,19,0,1,80,18,9
1227,22,0,1,73,34,17
1228,9,0,1,22,54,0
1229,12,1,1,81,99,0
1230,8,1,0,55,99,0
1231,16,0,1,73,29,5
1232,15,0,0,45,32,1
1233,19,1,1,20,42,0
1234,21,1,1,90,57,29
1235,3,0,0,17,40,0
1236,4,1,1,50,50,6
1237,17,1,0,87,51,18
1238,14,0,0,52,83,0
1239,6,1,0,98,82,0
1240,5,1,0,44,79,0
1241,14,0,0,62,33,0
1242,4,0,0,40,95,0
1243,16,1,1,21,1,0
1244,8,1,0,30,70,22
1245,10,0,0,40,86,0
1246,1,0,0,25,34,0
1247,23,1,0,85,83,0
1248,19,1,1,9,54,0
1249,20,1,0,49,28,10
1250,7,0,0,46,30,2
1251,19,0,0,68,38,1
1252,15,1,0,33,74,0
1253,8,0,1,83,46,3
1254,19,0,1,77,6,21
1255,11,0,0,58,24,9
1256,0,1,0,48,8,24
1257,8,0,1,19,75,0
1258,11,0,0,62,66,6
1259,19,1,0,83,2,23
1260,7,1,0,22,90,0
1261,5,0,0,12,32,0
1262,0,1,1,28,86,0
1263,11,0,0,78,41,4
1264,15,0,1,4,80,0
1265,5,1,0,30,46,5
1266,16,1,1,95,2,22
1267,13,0,1,31,1,9
1268,1,0,1,41,99,0
1269,6,0,0,53,63,7
1270,5,1,1,100,88,0
1271,20,1,1,15,91,0
1272,8,0,1,98,60,1
1273,19,1,1,90,67,17
1274,8,1,0,50,100,0
1275,2,1,1,18,9,0
1276,13,0,1,52,26,10
1277,2,0,1,33,99,0
1278,21,1,1,30,7,24
1279,4,1,1,25,9,0
1280,5,1,0,6,23,0
1281,19,1,1,67,15,14
1282,8,0,0,84,21,1
1283,12,1,0,81,56,25
1284,12,1,0,45,74,0
1285,6,1,0,32,59,14
1286,12,0,1,19,15,0
1287,20,1,0,47,25,15
1288,12,1,0,30,28,4
1289,12,0,1,94,67,10
1290,16,1,0,90,12,7
1291,16,0,1,82,62,3
1292,19,1,0,57,33,25
1293,8,1,0,93,70,7
1294,10,0,0,23,50,0
1295,11,0,0,23,90,0
1296,21,0,0,66,30,0
1297,22,1,0,92,6,11
1298,23,1,0,80,61,1
1299,20,0,0,5,10,0
1300,6,1,0,25,2,0
1301,13,1,1,80,93,0
1302,6,0,0,97,26,9
1303,6,0,0,50,11,4
1304,19,1,1,67,37,12
1305,12,1,0,16,100,0
1306,1,0,1,93,16,8
1307,16,0,1,1,16,0
1308,8,0,1,70,36,8
1309,13,1,0,64,95,0
1310,19,1,1,100,10,26
1311,2,1,0,53,13,18
1312,21,0,1,13,63,0
1313,4,1,0,51,8,22
1314,14,1,0,99,76,0
1315,12,0,0,42,99,0
1316,4,1,1,9,11,0
1317,1,1,1,73,55,21
1318,17,1,0,11,8,0
1319,22,1,1,91,30,14
1320,2,0,1,3,53,0
1321,1,0,0,32,57,10
1322,13,0,1,100,64,0
1323,18,0,1,97,76,0
1324,5,0,1,56,0,7
1325,2,1,0,84,82,0
1326,16,1,1,22,27,0
1327,17,0,0,71,8,6
1328,3,0,0,57,63,7
1329,16,0,0,87,85,0
1330,5,0,0,3,34,0
1331,13,0,1,1,96,0
1332,10,0,0,57,67,4
1333,23,1,0,83,58,8
1334,10,0,0,65,62,1
1335,14,0,0,31,62,10
1336,20,1,1,44,19,0
1337,11,0,0,80,71,0
1338,22,0,0,87,76,0
1339,20,1,0,17,93,0
1340,18,1,1,43,67,16
1341,21,1,0,74,61,5
1342,19,0,1,57,93,0
1343,10,1,1,89,17,27
1344,9,1,0,12,47,0
1345,21,1,1,81,16,23
1346,17,0,1,87,50,3
1347,16,0,0,65,43,1
1348,3,1,0,83,36,22
1349,17,1,0,89,96,0
1350,9,1,1,44,24,30
1351,9,0,1,92,51,5
1352,16,1,1,99,38,7
1353,20,1,0,33,39,19
1354,11,1,0,4,100,0
1355,22,0,1,100,91,0
1356,15,0,0,15,61,0
1357,4,1,1,80,63,4
1358,18,0,1,97,5,20
1359,0,0,0,65,67,3
1360,23,1,1,98,11,22
1361,21,0,1,13,17,0
1362,7,0,0,31,59,7
1363,17,1,1,59,79,0
1364,11,0,1,41,0,10
1365,11,1,0,24,29,0
1366,19,0,0,3,5,0
1367,1,0,1,34,38,6
1368,4,1,1,8,49,0
1369,13,1,0,45,17,30
1370,12,0,1,21,71,0
1371,6,0,1,61,45,5
1372,8,1,0,6,57,0
1373,4,0,0,95,2,6
1374,11,1,1,1,8,0
1375,17,0,1,88,44,3
1376,3,0,0,18,60,0
1377,2,0,0,10,6,0
1378,1,0,0,55,17,1
1379,7,0,1,58,25,4
1380,15,0,0,86,89,0
1381,1,1,0,55,86,0
1382,6,1,1,36,94,0
1383,2,0,1,46,92,0
1384,1,1,1,93,85,0
1385,13,1,0,65,86,0
1386,1,1,0,58,58,3
1387,2,1,1,35,3,25
1388,1,1,0,57,13,3
1389,5,1,1,16,8,0
1390,19,0,1,42,77,0
1391,19,1,0,87,69,10
1392,17,1,0,64,40,9
1393,2,0,1,62,74,0
1394,14,1,0,27,72,0
1395,23,1,0,1,84,0
1396,11,0,1,32,80,0
1397,13,0,1,55,5,8
1398,14,0,0,40,32,8
1399,16,0,1,41,8,15
1400,19,0,0,32,18,3
1401,1,0,1,88,90,0
1402,14,1,1,70,71,0
1403,8,0,1,18,4,0
1404,8,1,1,54,81,0
1405,5,1,0,53,45,28
1406,13,1,1,52,12,18
1407,2,0,1,70,49,0
1408,11,1,0,23,41,0
1409,1,1,0,30,65,23
1410,21,0,1,83,41,23
1411,7,0,1,21,38,0
1412,6,1,1,35,22,28
1413,23,1,0,5,86,0
1414,13,0,1,6,13,0
1415,14,0,1,37,28,4
1416,10,0,1,86,42,10
1417,1,1,1,82,39,17
1418,20,0,1,33,56,28
1419,14,0,0,26,23,0
1420,1,1,0,97,22,3
1421,1,1,1,45,44,12
1422,0,0,1,44,88,0
1423,1,0,1,35,72,0
1424,4,1,0,41,10,28
1425,17,1,0,19,25,0
1426,16,1,1,4,46,0
1427,9,1,0,72,12,15
1428,6,1,1,40,26,28
1429,17,1,1,12,64,0
1430,18,1,0,47,59,13
1431,21,1,0,52,96,0
1432,1,1,1,15,9,0
1433,22,1,0,93,30,9
1434,22,0,0,58,71,0
1435,6,1,1,72,61,8
1436,5,0,0,56,93,0
1437,19,1,1,55,97,0
1438,7,1,1,36,16,30
1439,3,1,1,43,19,20
1440,18,1,1,31,98,0
1441,11,0,1,70,3,6
1442,4,1,1,0,19,0
1443,15,1,1,43,30,14
1444,23,1,0,38,23,5
1445,17,1,1,92,94,0
1446,19,0,0,71,63,3
1447,6,1,0,29,46,0
1448,12,1,1,6,59,0
1449,19,0,0,68,12,10
1450,7,1,1,4,4,0
1451,23,1,1,77,32,4
1452,2,0,1,98,21,9
1453,21,1,1,69,24,15
1454,22,0,0,62,68,6
1455,8,1,0,17,35,0
1456,14,0,1,48,35,9
1457,10,1,1,24,53,0
1458,4,1,0,85,10,27
1459,17,0,0,41,5,13
1460,1,0,0,81,3,14
1461,18,1,1,75,34,25
1462,20,0,1,81,98,0
1463,1,0,1,7,29,0
1464,0,0,1,42,23,5
1465,9,0,1,54,59,3
1466,20,0,1,41,75,0
1467,4,1,1,70,76,0
1468,1,1,1,62,14,15
1469,10,0,1,40,30,9
1470,20,0,1,69,77,0
1471,23,0,0,57,83,0
1472,3,0,1,49,41,7
1473,8,1,0,85,25,0
1474,9,1,0,38,46,21
1475,18,0,1,59,93,0
1476,18,1,0,59,65,15
1477,17,1,0,12,100,0
1478,15,1,0,62,1,24
1479,12,0,0,13,69,0
1480,20,1,0,39,5,29
1481,4,0,1,27,16,0
1482,4,0,0,53,82,0
1483,1,1,1,14,40,0
1484,17,1,1,75,76,0
1485,22,1,1,53,16,16
1486,23,0,0,19,41,0
1487,1,0,1,74,95,0
1488,10,1,1,65,45,26
1489,22,0,1,95,26,7
1490,7,1,1,83,12,12
1491,22,0,0,81,67,3
1492,17,1,0,64,67,23
1493,14,0,1,87,8,10
1494,5,0,1,44,56,0
1495,14,1,1,48,60,30
1496,20,0,1,55,30,8
1497,2,0,1,8,41,0
1498,9,0,1,76,81,0
1499,17,0,1,49,18,4
1500,16,1,1,35,73,0
1501,14,0,1,41,11,0
1502,6,0,0,89,43,5
1503,11,1,1,26,34,0
1504,1,0,1,57,52,1
1505,0,0,0,90,40,9
1506,2,1,0,9,43,0
1507,16,1,0,50,40,29
1508,0,1,0,87,76,0
1509,22,0,1,60,93,0
1510,16,0,1,12,53,0
1511,14,1,0,61,70,11
1512,8,1,1,31,2,23
1513,3,0,1,59,14,5
1514,18,1,0,97,89,0
1515,21,0,0,43,88,0
1516,3,1,0,71,72,0
1517,7,1,0,11,30,0
1518,14,0,0,63,47,6
1519,10,1,1,72,53,4
1520,4,1,0,59,74,0
1521,23,0,1,51,41,1
1522,4,1,1,77,26,30
1523,23,1,0,52,22,6
1524,19,0,0,99,23,8
1525,3,1,1,97,29,4
1526,7,1,0,58,77,0
1527,16,1,1,76,48,26
1528,8,0,1,65,94,0
1529,1,0,1,42,13,8
1530,14,1,0,54,3,23
1531,15,0,1,90,88,0
1532,3,1,1,84,86,0
1533,0,0,1,82,38,0
1534,7,0,1,42,42,5
1535,22,1,0,43,93,0
1536,2,1,0,61,89,0
1537,11,0,1,52,59,0
1538,23,1,0,7,3,0
1539,22,1,1,61,3,25
1540,9,1,1,86,42,0
1541,9,0,1,67,87,0
1542,0,1,1,17,15,0
1543,4,1,0,17,99,0
1544,4,0,0,72,14,4
1545,17,1,0,53,99,0
1546,4,0,1,54,31,6
1547,22,1,0,56,14,10
1548,10,0,0,69,2,15
1549,14,1,1,77,93,0
1550,18,0,1,0,97,0
1551,7,1,1,22,46,0
1552,21,0,1,29,68,0
1553,11,1,0,6,22,0
1554,10,0,0,48,92,0
1555,12,1,0,50,27,2
1556,21,1,1,21,7,0
1557,4,1,1,21,14,0
1558,1,1,1,45,18,9
1559,9,0,1,79,72,0
1560,23,1,1,19,58,0
1561,9,1,0,90,80,0
1562,19,1,0,52,6,20
1563,21,0,0,29,48,0
1564,14,1,0,92,32,9
1565,5,0,1,67,52,8
1566,3,0,1,76,98,0
1567,15,0,0,68,67,10
1568,23,1,0,56,9,13
1569,15,1,0,51,12,18
1570,16,1,1,37,96,0
1571,17,1,0,56,56,21
1572,14,1,0,92,15,5
1573,17,0,0,37,8,12
1574,22,1,1,4,66,0
1575,6,0,0,45,97,0
1576,15,1,1,41,76,0
1577,1,0,1,48,26,5
1578,18,0,1,14,100,0
1579,10,1,0,8,47,0
1580,16,1,0,84,47,26
1581,8,1,0,38,34,24
1582,6,1,1,54,97,0
1583,17,0,1,60,12,8
1584,23,0,1,9,18,0
1585,7,0,0,33,31,6
1586,8,1,0,77,15,9
1587,10,0,1,4,75,0
1588,20,0,1,91,1,30
1589,9,0,1,69,12,1
1590,1,0,0,11,15,0
1591,20,1,0,85,36,24
1592,16,1,1,58,61,10
1593,20,0,0,19,83,0
1594,16,0,0,40,52,8
1595,4,1,0,78,61,19
1596,2,0,0,79,74,0
1597,22,0,1,48,24,11
1598,13,0,1,22,96,0
1599,20,0,1,64,45,15
1600,16,0,1,52,51,9
1601,16,0,0,19,64,0
1602,14,0,1,83,96,0
1603,23,1,0,45,71,0
1604,10,1,0,31,18,25
1605,4,1,1,12,0,0
1606,14,1,0,49,35,13
1607,8,1,0,7,95,0
1608,19,0,1,36,26,20
1609,9,1,1,75,56,10
1610,8,1,0,22,25,0
1611,6,0,1,67,84,0
1612,21,1,1,8,21,0
1613,14,1,1,33,73,0
1614,22,1,0,52,31,8
1615,16,1,0,2,46,0
1616,0,1,0,96,75,0
1617,20,1,0,37,26,0
1618,0,1,0,96,18,7
1619,16,0,1,35,84,0
1620,13,1,0,60,69,20
1621,0,0,0,7,27,0
1622,7,0,1,74,88,0
1623,13,0,0,84,33,8
1624,1,1,0,38,34,18
1625,23,0,1,1,12,0
1626,10,0,1,57,48,5
1627,15,1,1,98,83,0
1628,1,0,0,64,82,0
1629,11,1,1,37,28,16
1630,10,0,1,31,71,0
1631,17,0,0,18,76,0
1632,7,0,0,63,81,0
1633,2,0,1,44,83,0
1634,0,1,1,93,28,24
1635,13,0,0,63,66,6
1636,2,1,0,71,54,3
1637,10,1,0,68,17,21
1638,20,0,0,82,50,3
1639,14,0,0,23,27,0
1640,22,1,0,34,35,6
1641,22,0,1,44,18,3
1642,18,1,0,42,73,0
1643,17,0,0,77,36,0
1644,5,1,0,55,72,0
1645,7,0,0,21,78,0
1646,11,1,1,24,8,0
1647,9,1,1,76,2,25
1648,18,0,1,24,6,0
1649,0,0,0,78,37,1
1650,12,1,1,91,50,23
1651,13,1,1,93,2,24
1652,14,0,1,13,58,0
1653,5,0,1,35,79,0
1654,14,0,0,4,58,0
1655,14,1,0,11,36,0
1656,23,1,1,94,26,17
1657,0,1,0,37,91,0
1658,0,1,1,36,97,0
1659,0,0,0,17,59,0
1660,0,1,0,6,88,0
1661,15,0,0,39,60,4
1662,23,0,1,91,18,3
1663,19,1,0,26,72,0
1664,22,1,1,45,56,14
1665,8,0,1,0,93,0
1666,19,1,1,36,27,20
1667,6,1,0,68,89,0
1668,13,1,0,69,87,0
1669,11,1,0,56,24,27
1670,10,0,1,45,6,7
1671,20,1,1,80,33,16
1672,23,0,0,81,66,10
1673,8,1,0,90,49,4
1674,0,1,0,70,28,22
1675,10,1,0,85,85,0
1676,4,1,0,84,5,24
1677,20,0,0,60,82,0
1678,20,1,0,27,6,0
1679,2,1,1,32,70,5
1680,12,1,0,21,63,0
1681,14,1,0,10,77,0
1682,14,0,1,4,3,0
1683,9,0,1,79,72,0
1684,14,1,0,83,60,15
1685,16,0,0,61,93,0
1686,13,1,0,75,14,4
1687,8,0,1,50,30,6
1688,19,1,1,62,88,0
1689,11,1,0,20,24,0
1690,8,1,1,39,34,7
1691,8,1,1,50,60,15
1692,3,0,0,50,29,5
1693,22,0,0,56,42,6
1694,23,0,1,6,25,0
1695,22,1,1,40,19,18
1696,11,0,0,21,69,0
1697,20,0,0,90,31,5
1698,7,0,1,11,0,0
1699,3,0,0,8,49,0
1700,16,1,0,48,28,19
1701,16,1,1,99,65,15
1702,19,1,0,15,72,0
1703,17,1,1,41,64,0
1704,9,1,0,0,23,0
1705,13,1,1,64,28,3
1706,18,1,0,18,97,0
1707,21,0,0,37,56,4
1708,6,0,1,9,56,0
1709,10,1,0,80,8,23
1710,4,0,0,37,80,0
1711,0,0,0,24,86,0
1712,7,0,0,17,22,0
1713,7,0,0,24,0,0
1714,12,0,1,81,19,3
1715,11,1,1,41,18,21
1716,8,1,0,69,52,3
1717,4,1,1,0,50,0
1718,19,1,1,36,93,0
1719,5,1,0,17,20,0
1720,11,1,1,86,39,24
1721,7,1,0,98,4,25
1722,8,0,1,35,84,0
1723,5,0,1,54,97,0
1724,17,1,0,100,18,29
1725,9,0,0,59,22,10
1726,2,0,1,57,80,0
1727,15,1,0,34,16,28
1728,18,1,1,7,80,0
1729,3,0,0,23,70,0
1730,11,0,1,86,52,4
1731,11,1,1,18,41,0
1732,0,0,0,42,78,0
1733,14,1,0,36,23,24
1734,16,0,0,47,74,0
1735,3,0,0,46,41,1
1736,12,0,0,51,82,0
1737,7,1,0,72,26,9
1738,7,1,1,78,47,14
1739,3,0,1,18,8,0
1740,0,1,1,20,6,0
1741,21,0,0,30,6,13
1742,11,0,1,10,71,0
1743,1,0,1,66,32,6
1744,14,1,1,39,27,12
1745,7,0,0,96,54,10
1746,14,1,1,27,79,0
1747,20,1,0,97,52,18
1748,18,0,1,29,39,0
1749,16,1,1,27,10,0
1750,10,0,0,50,38,6
1751,13,0,1,70,23,9
1752,19,0,0,59,25,0
1753,21,1,1,50,53,9
1754,2,0,0,85,31,5
1755,3,0,0,34,69,3
1756,17,0,0,46,80,0
1757,6,1,1,23,80,0
1758,20,1,0,46,70,0
1759,20,0,0,93,71,0
1760,8,1,0,20,93,0
1761,4,0,0,18,66,0
1762,17,0,1,76,0,5
1763,2,0,0,61,75,0
1764,5,0,1,64,38,6
1765,13,1,1,8,57,0
1766,14,0,1,51,13,10
1767,12,1,0,43,25,13
1768,7,0,0,7,59,0
1769,11,1,1,93,14,10
1770,1,1,0,70,78,0
1771,11,0,1,87,26,7
1772,9,1,1,16,12,0
1773,8,1,1,89,49,23
1774,1,0,1,68,36,3
1775,3,1,0,52,79,0
1776,4,0,0,55,16,0
1777,10,0,0,31,91,0
1778,13,0,1,47,27,4
1779,22,1,1,59,89,0
1780,17,1,1,0,99,0
1781,6,0,1,52,25,9
1782,10,0,1,56,56,5
1783,22,1,0,11,23,0
1784,21,1,1,68,97,0
1785,22,1,0,47,85,0
1786,21,1,0,12,14,0
1787,1,0,0,4,59,0
1788,10,0,0,70,62,2
1789,3,1,0,52,50,21
1790,4,1,0,65,27,10
1791,23,0,1,81,60,26
1792,21,1,0,42,22,5
1793,4,1,0,66,65,4
1794,3,0,1,62,28,9
1795,16,1,1,41,67,23
1796,2,0,1,95,90,0
1797,13,1,0,31,86,0
1798,6,1,1,17,14,0
1799,21,0,0,28,19,0
1800,0,0,0,9,26,0
1801,20,0,0,4,70,0
1802,2,0,0,95,93,0
1803,0,1,1,34,39,13
1804,8,0,0,34,27,5
1805,16,1,0,57,36,20
1806,1,0,0,98,31,5
1807,2,1,1,96,29,19
1808,9,0,1,39,89,0
1809,6,1,0,43,89,0
1810,2,1,1,93,42,18
1811,1,1,1,21,6,0
1812,6,0,0,98,2,5
1813,1,0,1,48,37,7
1814,7,0,0,26,48,0
1815,1,0,1,75,53,6
1816,9,1,1,91,35,2
1817,6,0,1,55,87,0
1818,6,1,1,13,38,0
1819,5,0,1,95,33,10
1820,19,1,0,98,82,0
1821,13,0,1,14,6,0
1822,23,1,1,63,11,0
1823,13,0,1,71,64,6
1824,15,1,1,94,30,28
1825,12,1,1,100,50,25
1826,21,0,0,35,34,5
1827,1,1,0,25,6,0
1828,20,1,1,25,92,0
1829,7,1,1,60,29,30
1830,8,0,1,35,42,3
1831,8,1,0,23,54,0
1832,16,0,0,1,59,0
1833,4,0,1,3,42,0
1834,3,1,1,86,48,6
1835,12,0,0,55,100,0
1836,3,1,0,37,24,27
1837,21,1,0,93,7,15
1838,17,1,1,5,47,0
1839,7,0,1,88,67,2
1840,0,0,0,56,17,2
1841,12,1,1,51,83,0
1842,1,1,0,98,83,0
1843,11,1,0,3,18,0
1844,9,1,1,15,6,0
1845,11,0,1,90,83,0
1846,6,0,1,35,61,0
1847,3,1,1,57,71,0
1848,15,0,0,8,67,0
1849,0,1,1,17,11,0
1850,0,1,0,20,10,0
1851,15,0,1,45,94,0
1852,5,0,0,28,87,0
1853,20,0,1,79,65,28
1854,8,1,0,99,67,15
1855,11,0,0,29,15,0
1856,14,0,0,89,74,0
1857,8,0,1,67,5,9
1858,18,0,1,73,48,18
1859,21,1,0,40,62,0
1860,14,0,0,44,57,1
1861,21,0,0,22,61,0
1862,2,0,1,64,79,0
1863,4,1,1,73,78,0
1864,6,0,1,62,8,11
1865,21,0,1,18,31,0
1866,13,0,1,25,67,0
1867,16,0,1,73,4,8
1868,23,1,0,94,69,5
1869,13,1,1,46,60,22
1870,17,1,1,88,70,6
1871,23,1,1,74,62,23
1872,19,0,1,64,0,20
1873,16,1,1,55,26,17
1874,7,1,0,41,35,19
1875,21,1,1,37,37,2
1876,15,1,0,14,27,0
1877,21,0,1,36,50,21
1878,11,1,1,67,89,0
1879,6,1,0,91,63,6
1880,4,1,0,100,39,1
1881,11,0,1,5,41,0
1882,4,1,1,39,33,13
1883,20,1,1,91,7,21
1884,16,0,0,32,3,13
1885,21,1,0,94,44,1
1886,7,1,1,59,29,26
1887,15,0,1,25,14,0
1888,19,0,1,88,76,0
1889,12,1,1,90,68,27
1890,7,0,0,40,75,0
1891,18,1,0,56,21,29
1892,11,0,0,56,54,2
1893,9,1,1,7,87,0
1894,14,1,1,75,25,28
1895,8,1,0,30,51,7
1896,22,0,0,76,35,4
1897,7,1,1,14,22,0
1898,2,1,1,73,100,0
1899,15,0,1,88,95,0
1900,1,1,1,71,56,20
1901,1,0,1,20,73,0
1902,9,0,0,20,58,0
1903,18,0,0,73,61,6
1904,16,0,0,8,27,0
1905,4,1,0,5,91,0
1906,10,0,1,34,75,0
1907,6,0,0,8,22,0
1908,0,0,0,68,80,0
1909,2,1,0,49,38,1
1910,20,1,0,12,7,0
1911,19,0,0,49,83,0
1912,1,0,0,15,58,0
1913,10,0,1,9,85,0
1914,19,0,1,7,63,0
1915,3,1,0,83,44,13
1916,14,0,1,76,38,2
1917,18,0,0,91,9,10
1918,17,0,1,79,99,0
1919,15,1,0,17,21,0
1920,6,1,1,68,54,8
1921,15,1,0,45,22,29
1922,5,0,1,42,47,9
1923,17,1,0,96,17,10
1924,2,1,1,2,90,0
1925,10,0,1,40,2,15
1926,23,1,1,68,49,6
